LOC5572572,"forkhead box protein N2, transcript variant X12",
LOC5572581,probable small nuclear ribonucleoprotein Sm D2,
LOC5575727,zinc finger protein 691,
LOC110681511,"zinc finger protein Xfin-like, transcript variant X2",
LOC110674313,zinc finger protein 845-like,
LOC5572338,zinc finger protein 366,
LOC5567844,"zinc finger protein OZF, transcript variant X1",
LOC110681523,small nuclear ribonucleoprotein F,
LOC5572168,DNA-binding protein Ets97D,
LOC5571624,zinc finger protein 853,
LOC110681552,zinc finger protein 148-like,
LOC5578516,TATA box-binding protein-associated factor RNA polymerase I subunit B,
LOC5579129,zinc finger protein 623,
LOC5567610,zinc finger CCHC-type and RNA-binding motif-containing protein 1,
LOC5580206,"zinc finger C2HC domain-containing protein 1C, transcript variant X2",
LOC5575988,"homeobox protein prospero, transcript variant X3",
LOC5571512,zinc finger FYVE domain-containing protein 9,
LOC5576838,replication protein A 70 kDa DNA-binding subunit,
LOC5580096,"oocyte zinc finger protein XlCOF6, transcript variant X1",
LOC110674328,zinc finger BED domain-containing protein 4-like,
LOC5578942,zinc finger protein 593 homolog,
LOC5563712,nuclear pore complex protein Nup107,
LOC5576367,zinc finger protein 2,
LOC5576362,"heterogeneous nuclear ribonucleoprotein R, transcript variant X5",
LOC5567290,"heterogeneous nuclear ribonucleoprotein H, transcript variant X1",
LOC5568910,nuclear hormone receptor HR96,
LOC5576401,nuclear pore complex protein Nup133,
LOC5564001,zinc finger protein 501,
LOC5573065,"AN1-type zinc finger protein 6, transcript variant X3",
LOC110674146,zinc finger protein 777-like,
LOC5576568,zinc finger protein 777,
LOC5577198,"zinc finger protein 271, transcript variant X1",
LOC5577196,zinc finger protein 14,
LOC5576196,zinc finger protein 830,
LOC5576195,zinc finger protein 431,
LOC5576531,zinc finger protein 62,
LOC5565603,zinc finger protein 82 homolog,
LOC5565606,zinc finger protein 827,
LOC5565616,zinc finger protein 35,
LOC5565593,"F-box only protein 11, transcript variant X3",
LOC5565590,gastrula zinc finger protein 5-1,
LOC5569688,retina and anterior neural fold homeobox protein 2,
LOC110674177,zinc finger protein OZF,
LOC5577644,"homeobox protein GBX-2, transcript variant X1",
LOC5577631,"zinc finger FYVE domain-containing protein 26 homolog, transcript variant X2",
LOC5565939,zinc finger protein 260,
LOC110674192,zinc finger protein 431-like,
LOC5565938,zinc finger protein 883,
LOC5565944,"zinc finger protein 658B, transcript variant X4",
LOC5579966,nuclear pore complex protein Nup98-Nup96,
LOC5576111,zinc finger protein ZPR1,
LOC5576135,zinc finger and SCAN domain-containing protein 31,
LOC5576136,"DNA-binding protein RFX2, transcript variant X8",
LOC5575232,nuclear pore complex protein Nup93,
LOC5564609,AN1-type zinc finger protein 2A,
LOC5572613,zinc finger protein 678,
LOC5572614,zinc finger protein 271,
LOC5572615,"homeobox protein abdominal-B, transcript variant X1",
LOC5578718,"homeobox protein abdominal-A homolog, transcript variant X3",
LOC5564016,homeobox protein Hox-A2,
LOC5566105,"homeobox protein Hox-A1, transcript variant X1",
LOC5571439,"zinc finger protein Xfin, transcript variant X1",
LOC5574895,zinc finger MIZ domain-containing protein 2,
LOC5579860,"homeobox protein Hox-A1, transcript variant X1",
LOC5564538,zinc finger protein 883,
LOC5578221,"zinc finger protein 729, transcript variant X3",
LOC5578222,zinc finger protein 62,
LOC5565512,zinc finger protein 708,
LOC5575745,zinc finger protein 62,
LOC5571763,"GTP-binding nuclear protein Ran, transcript variant X1",
LOC5576635,"probable U2 small nuclear ribonucleoprotein A', transcript variant X2",
LOC5571261,"zinc finger protein 91, transcript variant X3",
LOC5571259,"zinc finger protein 880, transcript variant X3",
LOC5573477,"zinc finger X-chromosomal protein, transcript variant X3",
LOC5573240,"zinc finger protein 43, transcript variant X1",
LOC5573239,zinc finger protein 626,
LOC5578172,zinc finger protein 62 homolog,
LOC5578171,"zinc finger protein 37 homolog, transcript variant X2",
LOC5578173,"zinc finger Y-chromosomal protein 1, transcript variant X1",
LOC5578174,gastrula zinc finger protein XlCGF26.1,
LOC5578176,zinc finger protein 2 homolog,
LOC5574101,zinc finger and BTB domain-containing protein 17,
LOC5564907,nuclear receptor coactivator 5,
LOC5572887,zinc finger protein 425,
LOC5579986,PR domain zinc finger protein 13,
LOC5579996,"aryl hydrocarbon receptor nuclear translocator-like protein 1, transcript variant X2",
LOC5570540,"inner nuclear membrane protein Man1, transcript variant X2",
LOC5570522,WD repeat and HMG-box DNA-binding protein 1,
LOC5570483,acidic leucine-rich nuclear phosphoprotein 32 family member A,
LOC5576606,zinc finger protein rotund,
LOC5568114,nuclear envelope phosphatase-regulatory subunit 1 homolog,
LOC110675601,zinc finger protein 26-like,
LOC5574284,"GDNF-inducible zinc finger protein 1, transcript variant X2",
LOC5564628,"homeobox protein PKNOX1, transcript variant X5",
LOC110675617,GATA zinc finger domain-containing protein 10-like,
LOC5566212,NFX1-type zinc finger-containing protein 1,
LOC5566214,"zinc finger protein on ecdysone puffs, transcript variant X1",
LOC110675681,"zinc finger protein 14-like, transcript variant X2",
LOC5574805,"zinc finger protein 26, transcript variant X2",
LOC110675682,zinc finger protein 778-like,
LOC5574897,nuclear pore membrane glycoprotein 210,
LOC5571809,nuclear migration protein nudC,
LOC5571827,"retinal homeobox protein Rax, transcript variant X1",
LOC5571831,"retinal homeobox protein Rx, transcript variant X2",
LOC5571834,"homeobox protein orthopedia, transcript variant X1",
LOC5571489,zinc finger CCHC domain-containing protein 8 homolog,
LOC5571484,"acidic leucine-rich nuclear phosphoprotein 32 family member A, transcript variant X1",
LOC5574704,U1 small nuclear ribonucleoprotein 70 kDa,
LOC5575890,zinc finger protein 37 homolog,
LOC5574913,PR domain zinc finger protein 5,
LOC5575894,"zinc finger protein 836, transcript variant X2",
LOC5575893,"zinc finger protein 62, transcript variant X2",
LOC5575895,"zinc finger protein 93, transcript variant X2",
LOC110675803,"WD repeat, SAM and U-box domain-containing protein 1-like, transcript variant X3",
LOC5578901,zinc finger protein 354A,
LOC5571594,zinc finger protein 157,
LOC5571603,zinc finger protein 184,
LOC110675809,F-box only protein 33,
LOC5570740,zinc finger CCCH domain-containing protein 18,
LOC5578231,"F-box/LRR-repeat protein 6, transcript variant X1",
LOC5571396,forkhead box protein biniou,
LOC5579057,zinc finger protein 1 homolog,
LOC5579056,zinc finger protein 624,
LOC5563733,zinc finger protein 836,
LOC5578258,"GDNF-inducible zinc finger protein 1, transcript variant X1",
LOC5578253,zinc finger protein 157,
LOC110675122,zinc finger protein 714-like,
LOC5578255,GDNF-inducible zinc finger protein 1,
LOC5578260,"zinc finger protein 26, transcript variant X1",
LOC5578259,zinc finger protein 84,
LOC5576844,homeobox protein unplugged,
LOC5575246,"zinc finger protein Xfin, transcript variant X1",
LOC5575245,"zinc finger protein 235, transcript variant X3",
LOC5569427,"nuclear factor NF-kappa-B p110 subunit, transcript variant X2",
LOC5573541,ranBP-type and C3HC4-type zinc finger-containing protein 1,
LOC110675125,zinc finger and BTB domain-containing protein 17-like,
LOC5565561,forkhead box protein G1,
LOC5565749,F-box only protein 9,
LOC5578584,"PR domain zinc finger protein 1, transcript variant X2",
LOC5570336,probable small nuclear ribonucleoprotein Sm D1,
LOC5573425,"nuclear hormone receptor FTZ-F1, transcript variant X3",
LOC5578035,zinc finger protein 808,
LOC5563742,polycomb group protein Pc,
LOC5573986,putative homeodomain transcription factor,
LOC5573991,zinc finger protein 708,
LOC5569159,"zinc finger protein 260, transcript variant X4",
LOC5578071,T-box transcription factor TBX6,
LOC5564263,T-box transcription factor TBX6,
LOC5564236,GATA zinc finger domain-containing protein 10,
LOC5564235,"zinc finger protein 43, transcript variant X2",
LOC5564223,zinc finger protein 784,
LOC5564301,RING-box protein 2,
LOC5571937,"zinc finger protein on ecdysone puffs, transcript variant X4",
LOC5569598,"zinc finger protein 706, transcript variant X1",
LOC5569590,zinc finger protein 706,
LOC5579151,F-box/LRR-repeat protein 13,
LOC5566031,regulation of nuclear pre-mRNA domain-containing protein 1B,
LOC5566018,zinc finger protein GLI2,
LOC5574343,homeobox protein MSH-B,
LOC5574342,"nuclear pore complex protein Nup160 homolog, transcript variant X2",
LOC5574564,"zinc finger protein 236, transcript variant X6",
LOC5574562,"LIM/homeobox protein Awh, transcript variant X1",
LOC5578577,"LIM/homeobox protein Awh, transcript variant X2",
LOC5577314,LIM/homeobox protein Awh,
LOC5572110,"zinc finger protein 33A, transcript variant X2",
LOC5574463,polycomb group protein Psc,
LOC5573278,HMG box-containing protein 4,
LOC5573291,"CTD nuclear envelope phosphatase 1 homolog, transcript variant X10",
LOC5563554,nuclear valosin-containing protein-like,
LOC5577467,F-box only protein 28,
LOC5575707,DEAD-box helicase Dbp80,
LOC5575709,zinc finger protein 510,
LOC5565706,"gastrula zinc finger protein XlCGF8.2DB, transcript variant X3",
LOC5573000,zinc finger matrin-type protein 2,
LOC5574537,"NF-X1-type zinc finger protein NFXL1, transcript variant X1",
LOC5574535,"F-box/WD repeat-containing protein 7, transcript variant X2",
LOC5572984,zinc finger protein 808,
LOC5572979,"zinc finger protein 25, transcript variant X1",
LOC5564029,endothelial zinc finger protein induced by tumor necrosis factor alpha,
LOC5564030,zinc finger protein 62 homolog,
LOC5579646,zinc finger protein 329,
LOC5578843,"homeodomain-interacting protein kinase 2, transcript variant X1",
LOC5578851,"nuclear receptor coactivator 6, transcript variant X5",
LOC5571043,DBF4-type zinc finger-containing protein 2 homolog,
LOC5578067,zinc finger protein 468,
LOC110676312,"zinc finger protein Xfin-like, transcript variant X3",
LOC110676314,"zinc finger protein Xfin-like, transcript variant X1",
LOC5575202,zinc finger protein 26,
LOC5575929,"gastrula zinc finger protein XlCGF53.1, transcript variant X2",
LOC5572404,zinc finger protein 2 homolog,
LOC110675159,putative zinc finger protein 840,
LOC5570352,LIM homeobox transcription factor 1-beta,
LOC5570351,LIM homeobox transcription factor 1-alpha,
LOC5570335,Y-box factor homolog,
LOC110676328,G-box-binding factor-like,
LOC5576987,zinc finger CCCH domain-containing protein 3,
LOC5576974,"zinc finger and BTB domain-containing protein 14, transcript variant X4",
LOC5568335,"DNA-binding protein D-ETS-3, transcript variant X2",
LOC5576378,"homeobox protein Hox-C3a, transcript variant X3",
LOC110676388,GATA zinc finger domain-containing protein 14-like,
LOC5565718,"heterogeneous nuclear ribonucleoprotein K, transcript variant X1",
LOC5569248,homeobox protein caupolican,
LOC5569243,"homeobox protein araucan, transcript variant X1",
LOC5575904,"nuclear factor related to kappa-B-binding protein, transcript variant X3",
LOC5575903,H2.0-like homeobox protein,
LOC5574834,small nuclear ribonucleoprotein Sm D3,
LOC5574641,zinc finger Ran-binding domain-containing protein 2,
LOC5574646,zinc finger protein ubi-d4,
LOC5574683,"hepatocyte nuclear factor 4-gamma, transcript variant X4",
LOC5574387,heterogeneous nuclear ribonucleoprotein U,
LOC5574392,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,
LOC5570383,F-box/LRR-repeat protein 14,
LOC5574362,"zinc finger protein Elbow, transcript variant X3",
LOC5568035,zinc finger protein Noc,
LOC5580247,proliferating cell nuclear antigen,
LOC5571139,zinc finger protein 23,
LOC5571142,"zinc finger protein 214, transcript variant X2",
LOC5571942,nuclear pore complex protein Nup98-Nup96,
LOC5569380,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog,
LOC5569373,zinc finger protein 771,
LOC5569500,"F-box/WD repeat-containing protein 5, transcript variant X2",
LOC5569505,zinc finger CCCH domain-containing protein 11A,
LOC5578369,F-box-like/WD repeat-containing protein TBL1XR1,
LOC5578363,"zinc finger and BTB domain-containing protein 17, transcript variant X1",
LOC5566448,nuclear receptor subfamily 2 group E member 1,
LOC5574736,zinc finger protein 600,
LOC5571726,zinc finger protein 845,
LOC5571428,"zinc finger protein swm, transcript variant X2",
LOC23687910,zinc finger protein 512B,
LOC5574283,zinc finger protein 572,
LOC5566721,homeobox protein aristaless,
LOC5572662,"nuclear receptor-binding protein homolog, transcript variant X2",
LOC5572664,nuclear pore complex protein Nup155,
LOC5579442,"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2, transcript variant X1",
LOC5573647,"zinc finger protein 1 homolog, transcript variant X1",
LOC5573645,zinc finger protein 502,
LOC5565768,zinc finger protein 250,
LOC5565385,"zinc finger protein 665, transcript variant X2",
LOC5569184,"F-box/LRR-repeat protein 20, transcript variant X1",
LOC5569190,zinc finger protein 436,
LOC5569191,zinc finger protein 184,
LOC5566512,polycomb protein Sfmbt,
LOC110675188,zinc finger Y-chromosomal protein-like,
LOC5567455,DNA-binding protein RFXANK,
LOC5574494,small nuclear ribonucleoprotein-associated protein B,
LOC5574500,"nuclear receptor coactivator 2, transcript variant X7",
LOC5574506,GATA zinc finger domain-containing protein 14,
LOC5565002,zinc finger protein 184,
LOC5564980,zinc finger protein 573,
LOC5573494,zinc finger CCCH domain-containing protein 15 homolog,
LOC5578648,zinc finger protein 14,
LOC5578717,"zinc finger protein chinmo, transcript variant X7",
LOC5578791,zinc finger protein 287,
LOC5578790,gastrula zinc finger protein XlCGF26.1,
LOC5578789,gastrula zinc finger protein XlCGF26.1,
LOC5578780,zinc finger protein 425,
LOC5578776,zinc finger protein 2 homolog,
LOC5578802,zinc finger protein draculin,
LOC5578773,zinc finger protein OZF,
LOC5578766,nuclear distribution protein nudE homolog,
LOC5568884,photoreceptor-specific nuclear receptor,
LOC5570966,"LIM/homeobox protein Lhx9, transcript variant X1",
LOC5578317,"zinc finger with UFM1-specific peptidase domain protein, transcript variant X1",
LOC5565120,nuclear pore complex protein Nup214,
LOC5569309,GATA zinc finger domain-containing protein 10,
LOC5577124,zinc finger protein 2,
LOC5578314,zinc finger protein 420,
LOC5577122,zinc finger protein 436,
LOC5577120,zinc finger protein 14,
LOC5575974,zinc finger protein 431,
LOC5574478,"oocyte zinc finger protein XlCOF6, transcript variant X1",
LOC5566911,"zinc finger protein Xfin, transcript variant X6",
LOC110675204,bromodomain adjacent to zinc finger domain protein 1A-like,
LOC5578242,zinc finger protein 250,
LOC5577210,zinc finger matrin-type protein 5,
LOC5573104,zinc finger protein 93,
LOC5564419,"T-box protein H15, transcript variant X1",
LOC110676834,T-box protein H15-like,
LOC5570445,T-box protein H15,
LOC5564615,polycomb protein eed-B,
LOC5577565,"probable nuclear hormone receptor HR38, transcript variant X2",
LOC5565334,"SPRY domain-containing SOCS box protein 3, transcript variant X4",
LOC5565010,"homeobox protein aristaless, transcript variant X1",
LOC23687839,"CCHC-type zinc finger protein CG3800, transcript variant X1",
LOC110676874,nuclear pore complex protein DDB_G0274915-like,
LOC5575889,gastrula zinc finger protein XlCGF53.1,
LOC5570615,zinc finger protein 62 homolog,
LOC5573399,zinc finger protein 16,
LOC5565997,"probable nuclear hormone receptor HR3, transcript variant X9",
LOC5570815,zinc finger protein 26,
LOC5580321,"meiotic nuclear division protein 1 homolog, transcript variant X3",
LOC5580320,zinc finger HIT domain-containing protein 1,
LOC5578874,heterogeneous nuclear ribonucleoprotein A/B,
LOC5577620,inhibitor of nuclear factor kappa-B kinase subunit beta,
LOC5575165,putative zinc finger protein 727,
LOC5575164,zinc finger protein 60,
LOC5575159,"cysteine/serine-rich nuclear protein 1, transcript variant X2",
LOC5566385,"zinc finger protein 420, transcript variant X3",
LOC5577301,zinc finger and BTB domain-containing protein 17,
LOC5572440,"probable nuclear hormone receptor HR38, transcript variant X9",
LOC5572457,"nuclear hormone receptor HR78, transcript variant X3",
LOC5572458,gastrula zinc finger protein XlCGF57.1,
LOC5565307,"chromodomain-helicase-DNA-binding protein 1, transcript variant X2",
LOC110676930,testis-specific zinc finger protein topi-like,
LOC5566806,"RING finger and CHY zinc finger domain-containing protein 1, transcript variant X3",
LOC5576035,"zinc finger protein 888, transcript variant X2",
LOC5564911,zinc finger protein 236,
LOC110676949,paired box pox-neuro protein,
LOC5577430,zinc finger protein 600,
LOC5572789,zinc finger protein 391,
LOC5572792,zinc finger protein 836,
LOC5572819,zinc finger protein 853,
LOC5570684,zinc finger protein 624,
LOC5575511,zinc finger protein 79,
LOC110676965,zinc finger BED domain-containing protein 1-like,
LOC5564027,zinc finger protein 330 homolog,
LOC5573241,"aryl hydrocarbon receptor nuclear translocator homolog, transcript variant X5",
LOC5575847,F-box/LRR-repeat protein 15,
LOC5575855,"ranBP-type and C3HC4-type zinc finger-containing protein 1, transcript variant X2",
LOC5579232,ranBP-type and C3HC4-type zinc finger-containing protein 1,
LOC5579235,"nuclear transcription factor Y subunit beta, transcript variant X8",
LOC5568759,"LIM/homeobox protein Lhx3, transcript variant X1",
LOC5573820,zinc finger protein 664,
LOC5568931,"zinc finger protein 2 homolog, transcript variant X1",
LOC5568947,fez family zinc finger protein 2,
LOC110677032,short stature homeobox protein 2-like,
LOC5568919,brain-specific homeobox protein,
LOC110677033,homeobox protein invected,
LOC5564813,segmentation polarity homeobox protein engrailed,
LOC5573111,"zinc finger protein 624, transcript variant X2",
LOC110677039,zinc finger protein 184-like,
LOC5573118,zinc finger protein 883,
LOC110677040,zinc finger protein 14-like,
LOC5573114,zinc finger protein 2,
LOC5573120,zinc finger protein 391,
LOC5573135,"nuclear pore complex protein DDB_G0274915, transcript variant X2",
LOC110677084,zinc finger protein 432-like,
LOC110677085,zinc finger protein interacting with ribonucleoprotein K-like,
LOC110677086,zinc finger protein 121-like,
LOC5569877,zinc finger protein 34,
LOC5569876,zinc finger protein 791,
LOC110677087,zinc finger protein 782-like,
LOC110677088,zinc finger protein 583-like,
LOC5569874,zinc finger protein Xfin,
LOC110677089,"zinc finger protein 37 homolog, transcript variant X2",
LOC110677090,zinc finger protein 90-like,
LOC5569873,zinc finger protein 585A,
LOC110677091,"zinc finger protein 429-like, transcript variant X2",
LOC5569878,zinc finger protein 62 homolog,
LOC110677094,"zinc finger protein 62-like, transcript variant X1",
LOC110677093,zinc finger protein 184-like,
LOC5566982,"forkhead box protein E3, transcript variant X3",
LOC5565833,"zinc finger protein 266, transcript variant X1",
LOC5565852,zinc finger protein 624,
LOC5565835,"zinc finger protein 568, transcript variant X2",
LOC5565860,zinc finger protein 729,
LOC5579487,zinc finger protein 268,
LOC110677146,zinc finger protein 585A-like,
LOC110677147,gastrula zinc finger protein XlCGF7.1-like,
LOC5573446,"zinc finger protein 431, transcript variant X1",
LOC5573448,zinc finger protein 569,
LOC5573445,"oocyte zinc finger protein XlCOF6, transcript variant X2",
LOC110677154,zinc finger protein 689-like,
LOC110677155,zinc finger protein 84-like,
LOC5573453,"gastrula zinc finger protein XlCGF26.1, transcript variant X1",
LOC110677156,zinc finger protein 2-like,
LOC5573456,"zinc finger protein 14, transcript variant X1",
LOC5573444,ets DNA-binding protein pokkuri,
LOC5569824,zinc finger protein 25,
LOC5569793,"nuclear hormone receptor FTZ-F1 beta, transcript variant X2",
LOC5575524,zinc finger protein 883,
LOC5565898,zinc finger protein 235,
LOC5565909,nuclear fragile X mental retardation-interacting protein 1,
LOC5569716,zinc finger protein OZF,
LOC5569719,zinc finger protein 879,
LOC5577909,zinc finger protein 267,
LOC5577906,probable RNA polymerase II nuclear localization protein SLC7A6OS,
LOC5577905,zinc finger protein ush,
LOC5568170,zinc finger protein 700,
LOC5568171,zinc finger protein 26,
LOC5568187,zinc finger protein 420,
LOC5568189,"zinc finger protein 611, transcript variant X4",
LOC110677215,zinc finger protein 160-like,
LOC5568192,zinc finger protein 37 homolog,
LOC5568191,"zinc finger protein 135, transcript variant X2",
LOC5568069,"DNA-binding protein D-ETS-6, transcript variant X1",
LOC5569516,U5 small nuclear ribonucleoprotein 40 kDa protein,
LOC110677240,U5 small nuclear ribonucleoprotein 40 kDa protein-like,
LOC110677250,zinc finger protein 239,
LOC5569756,zinc finger protein 665,
LOC23687632,acidic leucine-rich nuclear phosphoprotein 32 family member B,
LOC5568569,"DNA-binding protein Ewg, transcript variant X6",
LOC5568559,"zinc finger protein 135, transcript variant X5",
LOC5568551,homeobox protein OTX2-A,
LOC5567852,DNA-binding protein SMUBP-2,
LOC5568435,polycomb group RING finger protein 3,
LOC5570318,heterogeneous nuclear ribonucleoprotein 27C,
LOC5570237,"zinc finger RNA-binding protein, transcript variant X2",
LOC110679831,zinc finger protein DZIP1L,
LOC5568050,nuclear pore complex protein Nup88,
LOC5569395,"homeobox protein cut, transcript variant X1",
LOC5572517,nuclear cap-binding protein subunit 1,
LOC5575107,"zinc finger and BTB domain-containing protein 24, transcript variant X3",
LOC5575099,zinc finger HIT domain-containing protein 2,
LOC5567642,zinc finger protein 239,
LOC5568528,"nuclear pore complex protein DDB_G0274915, transcript variant X14",
LOC110679103,tetra-peptide repeat homeobox protein 1-like,
LOC110679889,tetra-peptide repeat homeobox protein 1-like,
LOC5579219,zinc finger matrin-type protein CG9776,
LOC5567843,nuclear RNA export factor 1,
LOC5567370,"zinc finger FYVE domain-containing protein 1, transcript variant X2",
LOC5574414,zinc finger CCCH domain-containing protein 14,
LOC5580311,"zinc finger protein 704, transcript variant X2",
LOC5575631,"zinc finger protein 70, transcript variant X2",
LOC5570071,zinc finger protein 628,
LOC5564550,"zinc finger MYM-type protein 4, transcript variant X3",
LOC5574518,putative U5 small nuclear ribonucleoprotein 200 kDa helicase,
LOC5573971,"zinc finger protein 420, transcript variant X2",
LOC5573973,"zinc finger protein 420, transcript variant X1",
LOC5579899,"zinc finger protein 771, transcript variant X1",
LOC5567674,"zinc finger CCCH domain-containing protein 13, transcript variant X1",
LOC5578748,"heterogeneous nuclear ribonucleoprotein M, transcript variant X1",
LOC5573340,zinc finger protein 583,
LOC5567547,nuclear cap-binding protein subunit 2,
LOC5568791,GATA zinc finger domain-containing protein 7,
LOC5567391,nuclear RNA export factor 2,
LOC5567399,"nuclear protein localization protein 4 homolog, transcript variant X1",
LOC5578002,homeobox protein goosecoid,
LOC5577997,zinc finger protein 622,
LOC5563587,"zinc finger protein 782, transcript variant X1",
