LOC101741643,"zinc finger protein 629, transcript variant X2",
LOC101739555,"homeobox protein Mohawk, transcript variant X2",
LOC101738862,"T-box transcription factor TBX20, transcript variant X1",
LOC101738629,"T-box transcription factor TBX20, transcript variant X2",
LOC778458,"small nuclear ribonucleoprotein polypeptide, transcript variant X1",
LOC101745254,F-box only protein 42,
LOC101744864,"zinc finger CCCH domain-containing protein 13, transcript variant X2",
LOC101742073,nuclear pore complex protein Nup93,
LOC101739652,"TATA box-binding protein-like 1, transcript variant X1",
LOC105842315,"zinc finger protein chinmo, transcript variant X2",
LOC101738356,U11/U12 small nuclear ribonucleoprotein 25 kDa protein,
LOC101736493,zinc finger protein 271,
LOC101744125,"zinc finger protein 706, transcript variant X1",
LOC101744816,"gastrula zinc finger protein XlCGF52.1, transcript variant X1",
LOC101744961,zinc finger protein 184,
LOC105842683,RING-box protein 2,
LOC101737367,nuclear speckle splicing regulatory protein 1,
LOC101735936,"zinc finger protein on ecdysone puffs, transcript variant X1",
LOC101735564,"aryl hydrocarbon receptor nuclear translocator homolog, transcript variant X8",
LOC101746862,zinc finger protein 660,
LOC101744280,zinc finger protein 532,
LOC101739648,"zinc finger protein 423 homolog, transcript variant X1",
LOC101743040,F-box/LRR-repeat protein 14,
CHD1,"Chromodomain-helicase-DNA-binding protein, transcript variant X1",
LOC101735935,zinc finger protein 280B,
LOC101741589,zinc finger protein weckle,
And1,acidic nucleoplasmic DNA-binding protein 1,
LOC101736104,short stature homeobox protein 2,
LOC101744592,"putative zinc finger protein 735, transcript variant X2",
LOC101740243,"F-box/WD repeat-containing protein 9, transcript variant X3",
LOC101739246,zinc finger protein Xfin,
LOC101738034,"DNA-binding protein Ewg, transcript variant X2",
LOC101744365,heterogeneous nuclear ribonucleoprotein H,
LOC101739778,oocyte zinc finger protein XlCOF6,
LOC101743880,oocyte zinc finger protein XlCOF28,
LOC101737813,F-box only protein 9,
LOC101741712,zinc finger BED domain-containing protein 4,
LOC101736630,"AN1-type zinc finger protein 6, transcript variant X2",
LOC101738138,"juxtaposed with another zinc finger protein 1, transcript variant X1",
LOC101738991,"heterogeneous nuclear ribonucleoprotein 87F, transcript variant X4",
LOC100101226,heterogeneous nuclear ribonucleoprotein A1,
shx1,special homeobox protein 1,
LOC101740513,homeobox protein Hox-A1-like,
LOC119628381,homeobox protein Hox-B1-like,
LOC101741079,homeobox protein Hox-B3-like,
LOC101741221,homeobox protein Hox-A1-like,
LOC101741499,homeobox protein Hox-C3a,
LOC101741927,homeobox protein Hox-A3a,
LOC101740881,homeobox protein Hox-C1a,
LOC101741023,homeobox protein ceh-43,
LOC101742227,homeobox protein Hox-A2,
LOC101742361,homeobox protein ceh-30,
LOC119628656,homeobox protein ceh-30-like,
LOC119628660,homeobox protein SMOX-3-like,
LOC101742512,homeobox protein Hox-B5a,
LOC101745920,U1 small nuclear ribonucleoprotein A,
LOC101735938,"zinc finger and BTB domain-containing protein 11, transcript variant X3",
LOC101735454,"heterogeneous nuclear ribonucleoprotein Q, transcript variant X5",
LOC119628390,zinc finger protein 43-like,
LOC110386824,homeobox protein Hox-A1-like,
LOC101746792,"homeobox protein Nkx-6.2, transcript variant X1",
LOC101746933,"homeobox protein ceh-24, transcript variant X2",
LOC105842974,hematopoietically-expressed homeobox protein HHEX homolog,
LOC101739842,"zinc finger MYM-type protein 3, transcript variant X2",
LOC101736857,"nuclear RNA export factor 1, transcript variant X2",
LOC105841663,F-box/WD repeat-containing protein 4,
LOC110386634,F-box/LRR-repeat protein 7-like,
LOC101744986,zinc finger CCHC domain-containing protein 10,
LOC101745425,polycomb group RING finger protein 3,
LOC101747120,zinc finger protein with KRAB and SCAN domains 8,
LOC119628709,"myb/SANT-like DNA-binding domain-containing protein 3, transcript variant X3",
LOC101738933,forkhead box protein J2,
LOC101736657,zinc finger protein 287,
LOC101736754,"zinc finger protein 665, transcript variant X1",
LOC101746419,NFX1-type zinc finger-containing protein 1,
LOC101736612,"F-box/LRR-repeat protein 4, transcript variant X2",
LOC101744909,"zinc finger protein 628, transcript variant X2",
LOC101741687,NK-tumor recognition protein,
LOC101744195,"U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase, transcript variant X1",
LOC101736459,"zinc finger HIT domain-containing protein 3, transcript variant X1",
LOC101738679,nuclear protein 1,
LOC101735746,ankyrin repeat and zinc finger domain-containing protein 1,
LOC105841759,"GATA zinc finger domain-containing protein 14, transcript variant X2",
LOC101737443,"zinc finger protein 569, transcript variant X1",
LOC101735864,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog,
LOC101737387,AN1-type zinc finger protein 1,
LOC101740235,"SPRY domain-containing SOCS box protein 3, transcript variant X1",
LOC101745460,"F-box only protein 42, transcript variant X3",
LOC101736352,nuclear envelope integral membrane protein 1,
LOC101739908,"inner nuclear membrane protein Man1, transcript variant X1",
LOC101740393,"myc box-dependent-interacting protein 1, transcript variant X3",
LOC101740530,"meiosis-specific nuclear structural protein 1, transcript variant X1",
LOC101740813,zinc finger protein Elbow,
LOC101740957,zinc finger protein Noc,
LOC101736758,U1 small nuclear ribonucleoprotein C,
LOC101735640,zinc finger SWIM domain-containing protein 8,
LOC101742009,zinc finger protein 830,
LOC101740676,"F-box only protein 28, transcript variant X3",
LOC101738295,"zinc finger and BTB domain-containing protein 17, transcript variant X2",
LOC101736130,homeobox protein B-H1,
LOC101743067,"acidic leucine-rich nuclear phosphoprotein 32 family member A, transcript variant X2",
LOC101747111,zinc finger MIZ domain-containing protein 1,
LOC101738544,"zinc finger and BTB domain-containing protein 17, transcript variant X1",
LOC101742904,"zinc finger protein 1, transcript variant X1",
LOC101746065,"nuclear receptor-binding protein homolog, transcript variant X2",
LOC101746208,"zinc finger protein 433, transcript variant X1",
LOC101737694,T-box transcription factor TBX6,
LOC101744667,zinc finger CCHC domain-containing protein 8 homolog,
LOC692970,"GTP-binding nuclear protein Ran, transcript variant X2",
LOC101745195,nuclear cap-binding protein subunit 3,
E75,"nuclear hormone receptor E75, transcript variant C",
LOC101737436,TAR DNA-binding protein 43,
LOC101737576,"TOX high mobility group box family member 3, transcript variant X1",
LOC732914,"F-box only protein 21, transcript variant X1",
Rad23,nuclear excision repair protein rad23,
LOC101735499,"nuclear pore complex protein Nup154, transcript variant X1",
PC,"polycomb, transcript variant X1",
LOC105842967,zinc finger protein 91,
LOC101745122,"U4/U6 small nuclear ribonucleoprotein Prp31, transcript variant X2",
LOC101745365,probable nuclear transport factor 2,
LOC101745315,chromodomain-helicase-DNA-binding protein Mi-2 homolog,
LOC101742474,X-box-binding protein 1,
LOC101736079,"U11/U12 small nuclear ribonucleoprotein 48 kDa protein, transcript variant X1",
LOC101739625,zinc finger protein ZPR1,
LOC101736120,"zinc finger protein 14 homolog, transcript variant X1",
LOC101739905,zinc finger protein Gfi-1b,
LOC101740040,"zinc finger protein 879, transcript variant X1",
LOC101740172,"oocyte zinc finger protein XlCOF6, transcript variant X2",
LOC101740309,"zinc finger protein 260, transcript variant X2",
LOC101740573,zinc finger protein 483,
LOC101742669,"zinc finger protein 28, transcript variant X2",
LOC101742963,"zinc finger protein 2 homolog, transcript variant X2",
LOC101743248,zinc finger protein 235,
LOC119629181,gastrula zinc finger protein XlCGF57.1-like,
LOC101743870,"zinc finger protein 30 homolog, transcript variant X4",
LOC101737758,zinc finger protein 600-like,
LOC101738063,zinc finger protein 778,
LOC101738156,"zinc finger protein 718, transcript variant X1",
LOC101744162,zinc finger protein 28,
LOC101744304,"zinc finger protein 43, transcript variant X1",
LOC105842117,"zinc finger protein 436, transcript variant X2",
LOC101738691,zinc finger protein 28,
LOC101747232,zinc finger protein 239-like,
LOC101745270,gastrula zinc finger protein xLCGF3.1-like,
LOC101738831,gastrula zinc finger protein XlCGF62.1-like,
LOC101745411,zinc finger protein 271,
LOC101739109,zinc finger protein 239-like,
LOC101745552,zinc finger protein 678-like,
LOC101741466,zinc finger protein 583-like,
LOC101744772,"zinc finger protein 239-like, transcript variant X2",
LOC101745700,zinc finger protein 235-like,
LOC101735986,zinc finger protein 62,
LOC101740902,"zinc finger protein 718, transcript variant X2",
LOC101741194,"zinc finger protein 28, transcript variant X5",
LOC101741474,"zinc finger protein 708, transcript variant X2",
LOC101737282,"zinc finger protein 62, transcript variant X5",
LOC101737424,"zinc finger protein 436, transcript variant X4",
LOC101737670,zinc finger protein 454,
LOC101741752,"zinc finger protein 62 homolog, transcript variant X4",
LOC101738066,"zinc finger protein 91, transcript variant X3",
LOC101742326,"zinc finger protein 845, transcript variant X3",
LOC101745212,"zinc finger protein Xfin, transcript variant X1",
LOC101743205,"GDNF-inducible zinc finger protein 1, transcript variant X2",
LOC101743620,"zinc finger protein OZF, transcript variant X3",
LOC101744059,"zinc finger protein 723, transcript variant X2",
LOC101746229,"nuclear pore complex protein Nup98-Nup96, transcript variant X1",
LOC101746508,gastrula zinc finger protein xFG20-1,
LOC101744882,"zinc finger and BTB domain-containing protein 11, transcript variant X1",
LOC101735681,zinc finger protein 845,
LOC101746085,PR domain zinc finger protein 5,
LOC119629129,"zinc finger protein 91-like, transcript variant X1",
LOC101736035,zinc finger protein 658B,
LOC101740046,"zinc finger protein 846, transcript variant X4",
LOC101735777,U1 small nuclear ribonucleoprotein 70 kDa,
LOC101744478,zinc finger CCCH domain-containing protein 15 homolog,
LOC101743328,"zinc finger protein 774, transcript variant X1",
LOC101740802,acidic leucine-rich nuclear phosphoprotein 32-related protein,
LOC101740071,"regulation of nuclear pre-mRNA domain-containing protein 1B, transcript variant X2",
LOC101739088,"nuclear envelope phosphatase-regulatory subunit 1, transcript variant X1",
LOC100862746,"polycomb protein suz12-B, transcript variant X1",
LOC101740886,homeobox protein orthopedia,
LOC101739232,"zinc finger CCCH domain-containing protein 18, transcript variant X1",
LOC101743091,F-box/LRR-repeat protein 16,
LOC101738144,nuclear pore complex protein Nup160 homolog,
LOC119629105,zinc finger CCCH domain-containing protein 3,
LOC692810,EN protein binding/engrailed nuclear homeoprotein-regulated protein,
LOC732932,"DEAD box polypeptide 5, transcript variant X3",
LOC101747010,"zinc finger homeobox protein 3, transcript variant X5",
SNF,"U1 small nuclear ribonucleoprotein A, transcript variant X2",
LOC100101178,small nuclear ribonucleoprotein protein F,
LOC101739371,"zinc finger protein 502, transcript variant X5",
LOC101746293,"F-box only protein 32, transcript variant X2",
LOC732904,small nuclear ribonucleoprotein E,
LOC101744904,"acidic leucine-rich nuclear phosphoprotein 32 family member B, transcript variant X1",
LOC110385781,zinc finger protein 506,
LOC101741637,zinc finger protein 177,
LOC100862747,"polycomb protein Sfmbt, transcript variant X2",
LOC101746668,"nuclear receptor subfamily 2 group E member 1, transcript variant X2",
LOC101735754,"PR domain zinc finger protein 10, transcript variant X2",
LOC101741862,TATA-box-binding protein,
Tbp,TATA-box-binding protein,
LOC101736041,"homeobox protein goosecoid, transcript variant X1",
LOC101746984,"zinc finger protein 883, transcript variant X2",
LOC101735601,zinc finger protein 62 homolog,
LOC101745864,gastrula zinc finger protein XlCGF57.1,
LOC101737489,DNA-binding protein D-ETS-6,
LOC101741627,"zinc finger matrin-type protein CG9776, transcript variant X1",
LOC101746525,"DNA-binding protein D-ETS-4, transcript variant X1",
LOC692971,ring box protein,
LOC101746250,"DEAD-box helicase Dbp80, transcript variant X1",
LOC101744226,"paired box protein Pax-6, transcript variant X1",
LOC101735883,"paired mesoderm homeobox protein 2A, transcript variant X2",
LOC732919,mitochondrial single-stranded DNA-binding protein,
BmEts2,ets DNA-binding protein pokkuri-like,
LOC101743265,nuclear pore complex protein Nup50,
LOC101743264,"zinc finger protein ztf-16, transcript variant X2",
LOC101742837,gastrula zinc finger protein XlCGF17.1,
LOC101740823,G-box-binding factor,
LOC101740370,GATA zinc finger domain-containing protein 14,
LOC101746034,zinc finger protein 330 homolog,
LOC101735776,AN1-type zinc finger protein 2A,
LOC110386811,"putative zinc finger protein 840, transcript variant X1",
LOC101745187,"paired box protein Pax-6, transcript variant X1",
LOC101745336,zinc finger CCCH domain-containing protein 11A,
LOC101738965,"nuclear transcription factor Y subunit alpha, transcript variant X1",
LOC101746970,"homeodomain-interacting protein kinase 2, transcript variant X2",
LOC101742889,"nuclear pore complex protein Nup58, transcript variant X1",
LOC105842008,"U11/U12 small nuclear ribonucleoprotein 35 kDa protein, transcript variant X2",
LOC101739603,box C/D snoRNA protein 1,
LOC101739033,zinc finger protein 664,
LOC101737307,nuclear pore complex protein Nup205,
LOC101744662,"homeobox protein HMX3, transcript variant X1",
LOC101736447,116 kDa U5 small nuclear ribonucleoprotein component,
LOC692478,"homeobox protein extradenticle, transcript variant X1",
LOC101743837,zinc finger protein 62 homolog,
LOC101740508,homeobox protein orthopedia,
LOC692364,"nuclear hormone receptor FTZ-F1 beta, transcript variant X2",
LOC101738714,ZZ-type zinc finger-containing protein 3,
Grf,"nuclear receptor GRF, transcript variant X3",
LOC101736983,"zinc finger protein OZF, transcript variant X2",
LOC101747128,homeobox protein B-H1,
LOC101746055,"zinc finger protein 665, transcript variant X3",
LOC101745620,zinc finger protein GLI1,
LOC101743317,zinc finger protein 436,
LOC101735611,zinc finger protein 431,
LOC110386896,zinc finger protein 679-like,
LOC100862749,"polycomb protein Pcl, transcript variant X2",
LOC101738747,"zinc finger CCCH-type with G patch domain-containing protein, transcript variant X1",
LOC101736411,retinal homeobox protein Rx3,
LOC101744414,asparagine-rich zinc finger protein AZF1,
LOC692886,double-stranded RNA-binding zinc finger protein JAZ,
LOC101743549,"zinc finger protein DZIP1L, transcript variant X2",
LOC101742455,"zinc finger protein 91, transcript variant X4",
LOC101742024,zinc finger CCHC domain-containing protein 24,
LOC101739583,zinc finger protein ZIC 4,
LOC101738734,zinc finger protein 704,
Cbp20,nuclear cap-binding protein subunit 2,
LOC101745860,F-box-like/WD repeat-containing protein TBL1XR1,
LOC101743353,"TAR DNA-binding protein 43-like, transcript variant X1",
LOC101736433,zinc finger protein 528,
LOC101745174,"zinc finger protein 16, transcript variant X2",
LOC101744110,"zinc finger protein 39, transcript variant X6",
LOC101744826,zinc finger protein 729,
Nanoso,"zinc finger protein NANOS-O, transcript variant X4",
LOC101737718,zinc finger protein 98,
LOC101744663,small nuclear ribonucleoprotein Sm D3,
LOC101735885,"zinc finger protein 668, transcript variant X1",
LOC101741536,required for meiotic nuclear division protein 1 homolog,
LOC101740014,"U1 small nuclear ribonucleoprotein 70 kDa, transcript variant X1",
LOC101741257,zinc finger HIT domain-containing protein 2,
LOC101739274,"LIM/homeobox protein Lhx1, transcript variant X3",
LOC101738536,gastrula zinc finger protein XlCGF57.1,
LOC101747182,zinc finger protein 677,
LOC101742402,zinc finger protein 593 homolog,
LOC101746902,"zinc finger protein 135, transcript variant X1",
LOC101743077,zinc finger protein 431,
LOC101746193,"T-box transcription factor TBX1, transcript variant X1",
LOC101743012,"zinc finger protein 511, transcript variant X2",
LOC101736914,"homeobox protein cut, transcript variant X1",
LOC101744757,forkhead box protein K1,
LOC101739405,nuclear pore complex protein Nup85,
LOC101743617,"forkhead box protein J1-A, transcript variant X2",
LOC101743482,zinc finger protein 208,
LOC101741334,zinc finger protein 1 homolog,
LOC101740760,"zinc finger protein 484, transcript variant X1",
LOC101740620,zinc finger protein 551,
LOC101740529,homeobox protein unc-4,
LOC101746567,"nuclear distribution protein nudE-like 1-B, transcript variant X1",
LOC101742320,"putative homeodomain transcription factor 2, transcript variant X4",
LOC101737269,"nuclear pore complex protein Nup214, transcript variant X2",
LOC101743051,"zinc finger protein hangover, transcript variant X1",
LOC101741179,"zinc finger protein 836, transcript variant X1",
LOC101741031,zinc finger protein 583,
LOC733037,U2 small nuclear ribonucleoprotein auxiliary factor 2,
LOC101744101,"zinc finger protein 569, transcript variant X6",
LOC101735399,"nuclear autoantigenic sperm protein, transcript variant X1",
LOC101741157,"zinc finger protein 454, transcript variant X6",
LOC119629755,myb/SANT-like DNA-binding domain-containing protein 3,
LOC119629818,zinc finger BED domain-containing protein 4-like,
LOC119629803,zinc finger BED domain-containing protein 4-like,
LOC101736135,"nuclear protein localization protein 4 homolog, transcript variant X6",
LOC101735787,zinc finger protein 77,
LOC101736044,zinc finger protein OZF,
LOC101736182,zinc finger protein 431,
LOC101740135,zinc finger protein 665,
LOC101738486,homeobox protein MOX-2,
LOC101745531,tetra-peptide repeat homeobox protein 1,
LOC101745826,tetra-peptide repeat homeobox protein 1,
LOC101746392,nuclear nucleic acid-binding protein C1D,
LOC101747125,inhibitor of nuclear factor kappa-B kinase subunit beta,
LOC101735331,"zinc finger protein OZF, transcript variant X1",
LOC101737497,zinc finger protein OZF,
LOC101739030,nuclear RNA export factor 1,
LOC101742108,"zinc finger protein 569, transcript variant X2",
LOC101742548,"pituitary homeobox x, transcript variant X1",
LOC101742840,nuclear pore complex protein Nup214,
LOC101744413,homeobox protein DBX1-B,
LOC101746855,"nuclear factor related to kappa-B-binding protein, transcript variant X3",
LOC101737778,"homeobox protein vnd, transcript variant X2",
LOC101741439,ankyrin repeat and SOCS box protein 3,
LOC101737780,"zinc finger CCCH domain-containing protein 14, transcript variant X3",
LOC101744705,"zinc finger protein 2 homolog, transcript variant X2",
LOC101739133,forkhead box protein N3,
LOC101740372,"visual system homeobox 2, transcript variant X3",
LOC101739167,"nuclear RNA export factor 1, transcript variant X4",
LOC100862774,nuclear valosin-containing protein-like,
LOC119629954,"zinc finger BED domain-containing protein 4-like, transcript variant X1",
LOC101745527,"gastrula zinc finger protein XlCGF17.1, transcript variant X2",
LOC105842591,zinc finger SWIM domain-containing protein 4,
LOC101737557,"heterogeneous nuclear ribonucleoprotein K, transcript variant X3",
Hnf-4,"hepatocyte nuclear factor 4, transcript variant X2",
LOC101738242,"zinc finger protein 608, transcript variant X5",
LOC101739770,forkhead box protein D5,
LOC101743923,"RING finger and CHY zinc finger domain-containing protein 1, transcript variant X1",
LOC692655,"zinc finger protein, transcript variant X3",
LOC101741901,"oocyte zinc finger protein XlCOF6, transcript variant X2",
LOC101742046,zinc finger protein 808,
LOC101742964,"oocyte zinc finger protein XlCOF6, transcript variant X1",
LOC101736303,"zinc finger protein 33A, transcript variant X2",
LOC101738195,zinc finger protein 660,
LOC101738692,nuclear inhibitor of protein phosphatase 1,
LOC101745065,"zinc finger MYND domain-containing protein 10, transcript variant X1",
LOC101741475,zinc finger and BTB domain-containing protein 24,
LOC101740505,"zinc finger protein ubi-d4 A, transcript variant X1",
LOC100101155,"nuclear Y/CCAAT-box binding factor C subunit NF/YC, transcript variant X1",
LOC110385184,"zinc finger protein 354C, transcript variant X1",
LOC101746099,"zinc finger RNA-binding protein, transcript variant X1",
LOC101744275,"F-box/LRR-repeat protein 7, transcript variant X4",
LOC101738717,"heterogeneous nuclear ribonucleoprotein M, transcript variant X7",
LOC101744859,zinc finger protein basonuclin-2,
LOC101745145,"centrosome-associated zinc finger protein CP190, transcript variant X1",
LOC101745390,nuclear cap-binding protein subunit 1,
LOC101737100,"zinc finger protein 30, transcript variant X2",
LOC101742150,zinc finger protein 2 homolog,
LOC101745180,"WD repeat, SAM and U-box domain-containing protein 1, transcript variant X3",
LOC101742705,"homeobox protein 2, transcript variant X2",
LOC101742562,"homeobox protein 2, transcript variant X2",
LOC692957,"nuclear migration protein nudC, transcript variant X1",
LOC101746019,"PR domain zinc finger protein 1, transcript variant X1",
LOC101739195,"zinc finger protein 182, transcript variant X1",
LOC101737411,"zinc finger protein 729, transcript variant X1",
LOC101742122,zinc finger matrin-type protein 2,
LOC732985,U2 small nuclear ribonucleoprotein A',
LOC101736836,"zinc finger and BTB domain-containing protein 42, transcript variant X1",
Pcna,"proliferating cell nuclear antigen, transcript variant X1",
LOC101746608,zinc finger protein 77,
LOC119630250,zinc finger protein 22-like,
LOC101743730,GS homeobox 1,
LOC101743073,nuclear pore complex protein Nup107,
LOC101746225,DNL-type zinc finger protein,
LOC101741647,nuclear receptor-binding factor 2,
LOC692501,"farnesyltransferase, CAAX box, alpha",
LOC101745404,"smad nuclear-interacting protein 1, transcript variant X2",
LOC101742948,homeobox protein SIX6,
Tinp1,"TGF beta-inducible nuclear protein 1, transcript variant X1",
LOC101736418,"zinc finger C4H2 domain-containing protein, transcript variant X1",
LOC101747000,"homeobox protein PKNOX2, transcript variant X2",
LOC101737650,homeobox protein DBX1,
LOC101736017,"zinc finger protein 394, transcript variant X1",
LOC101737789,zinc finger protein 1,
LOC101737739,ets DNA-binding protein pokkuri,
LOC101738585,zinc finger protein 845,
LOC101740693,zinc finger protein 525,
LOC101742803,HMG box-containing protein 4,
LOC101744426,"putative zinc finger and SCAN domain-containing protein 5D, transcript variant X2",
LOC101737446,brain-specific homeobox protein homolog,
LOC101742733,"DNA-binding protein Ets97D, transcript variant X3",
LOC101744984,"zinc finger protein OZF, transcript variant X2",
LOC101743210,"gastrula zinc finger protein XlCGF46.1, transcript variant X2",
LOC101743347,"zinc finger protein 432, transcript variant X3",
LOC101737051,zinc finger protein 208,
LOC101737189,"PR domain zinc finger protein 5, transcript variant X1",
LOC101738116,zinc finger protein NANOS-P,
LOC101738245,"zinc finger protein 35, transcript variant X3",
LOC101738381,"heterogeneous nuclear ribonucleoprotein L, transcript variant X1",
LOC101745367,zinc finger protein 62 homolog,
LOC101738788,"F-box only protein 28, transcript variant X2",
LOC110384793,myb/SANT-like DNA-binding domain-containing protein 3,
LOC101737340,"oocyte zinc finger protein XlCOF6, transcript variant X2",
LOC101743163,"zinc finger matrin-type protein 5, transcript variant X3",
LOC101744691,heterogeneous nuclear ribonucleoprotein U-like protein 1,
LOC101740312,"zinc finger protein 41, transcript variant X3",
LOC101740395,"zinc finger protein 343, transcript variant X1",
LOC101735990,homeobox protein SIX2,
LOC101741889,"zinc finger protein 100, transcript variant X2",
LOC101744591,oocyte zinc finger protein XlCOF26,
LOC101739825,zinc finger protein 225,
LOC101742573,gastrula zinc finger protein XlCGF26.1,
LOC101742714,zinc finger protein 26,
LOC101742865,zinc finger protein 710,
LOC101747075,"zinc finger protein 260, transcript variant X1",
LOC101739126,zinc finger protein 567,
LOC101746942,"zinc finger protein 260, transcript variant X5",
LOC105841703,zinc finger protein 431,
LOC101746624,"zinc finger protein 596, transcript variant X1",
LOC101746477,"zinc finger protein 62 homolog, transcript variant X1",
LOC101738847,"zinc finger protein 26, transcript variant X3",
LOC101746105,"zinc finger protein 729, transcript variant X3",
LOC101746246,"zinc finger protein 260, transcript variant X2",
LOC101738572,"PR domain zinc finger protein 5, transcript variant X1",
LOC101738441,"zinc finger protein 570, transcript variant X1",
LOC101745960,"zinc finger protein 226, transcript variant X2",
LOC101745819,"zinc finger protein 425, transcript variant X1",
LOC101745566,"zinc finger protein 37, transcript variant X2",
LOC101745472,PR domain zinc finger protein 5,
LOC101745083,"zinc finger protein 99, transcript variant X1",
LOC110384728,"zinc finger protein 724, transcript variant X1",
LOC101744699,"oocyte zinc finger protein XlCOF22, transcript variant X1",
LOC101744554,zinc finger protein 260,
LOC101736402,zinc finger protein 596,
LOC101744122,"zinc finger protein 14, transcript variant X2",
LOC101736271,"zinc finger protein 1 homolog, transcript variant X3",
LOC101736137,putative U5 small nuclear ribonucleoprotein 200 kDa helicase,
LOC101738253,"zinc finger protein 652, transcript variant X1",
LOC101738257,single-stranded DNA-binding protein 3,
LOC101735789,"gastrula zinc finger protein XlCGF49.1, transcript variant X1",
LOC101736000,zinc finger protein OZF,
LOC101736801,homeobox protein Hox-B5a,
LOC732940,small nuclear ribonucleoprotein Sm D1,
LOC105841481,"zinc finger protein 26-like, transcript variant X1",
LOC101738888,"zinc finger protein Xfin, transcript variant X2",
LOC101736315,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,
LOC101736177,U4/U6 small nuclear ribonucleoprotein Prp4,
LOC101735962,U4/U6 small nuclear ribonucleoprotein Prp3,
LOC101735596,"oocyte zinc finger protein XlCOF26, transcript variant X2",
LOC101739728,zinc finger protein 91,
LOC101739585,"zinc finger protein 157, transcript variant X4",
LOC101746183,zinc finger protein 81,
LOC101743636,paired box protein Pax-1,
LOC101737992,"zinc finger protein 771-like, transcript variant X2",
